highway,name,wkt_geom,category,geometry
service,Stadsgårdshamnen,"LINESTRING (18.095362 59.316624100000006, 18.097939800000002 59.31609, 18.0981329 59.316059200000005, 18.0983528 59.31603320000001, 18.0986546 59.316012, 18.0992244 59.31598150000001)",Minor & Service,"LINESTRING (18.095362 59.316624100000006, 18.097939800000002 59.31609, 18.0981329 59.316059200000005, 18.0983528 59.31603320000001, 18.0986546 59.316012, 18.0992244 59.31598150000001)"
residential,Ringvägen,"LINESTRING (18.057561200000002 59.3107216, 18.0577264 59.31073490000001, 18.0577918 59.3107587)",Local & Neighborhood,"LINESTRING (18.057561200000002 59.3107216, 18.0577264 59.31073490000001, 18.0577918 59.3107587)"
residential,Kapellgränd,"LINESTRING (18.074336600000002 59.3162705, 18.074349100000003 59.316256900000006, 18.074376100000002 59.3162134)",Local & Neighborhood,"LINESTRING (18.074336600000002 59.3162705, 18.074349100000003 59.316256900000006, 18.074376100000002 59.3162134)"
residential,Wollmar Yxkullsgatan,"LINESTRING (18.0590645 59.3163095, 18.0587649 59.316273200000005)",Local & Neighborhood,"LINESTRING (18.0590645 59.3163095, 18.0587649 59.316273200000005)"
residential,Högbergsbacken,"LINESTRING (18.057918 59.3145049, 18.058190500000002 59.3145406)",Local & Neighborhood,"LINESTRING (18.057918 59.3145049, 18.058190500000002 59.3145406)"
tertiary,Folkungagatan,"LINESTRING (18.0931129 59.315449, 18.0934661 59.3154108, 18.0936589 59.315389200000006)",Arterial & Major,"LINESTRING (18.0931129 59.315449, 18.0934661 59.3154108, 18.0936589 59.315389200000006)"
tertiary,Renstiernas Gata,"LINESTRING (18.0855533 59.311779900000005, 18.0855094 59.311871100000005, 18.085446100000002 59.312008000000006)",Arterial & Major,"LINESTRING (18.0855533 59.311779900000005, 18.0855094 59.311871100000005, 18.085446100000002 59.312008000000006)"
residential,Skånegatan,"LINESTRING (18.0806912 59.3124193, 18.080964100000003 59.312456600000004)",Local & Neighborhood,"LINESTRING (18.0806912 59.3124193, 18.080964100000003 59.312456600000004)"
primary,Londonviadukten,"LINESTRING (18.0949782 59.315514400000005, 18.0950247 59.315449, 18.095068 59.315404)",Arterial & Major,"LINESTRING (18.0949782 59.315514400000005, 18.0950247 59.315449, 18.095068 59.315404)"
residential,Blecktornsstigen,"LINESTRING (18.086155100000003 59.307587700000006, 18.086063300000003 59.307695800000005, 18.085855000000002 59.307669600000004, 18.085808800000002 59.307664800000005)",Local & Neighborhood,"LINESTRING (18.086155100000003 59.307587700000006, 18.086063300000003 59.307695800000005, 18.085855000000002 59.307669600000004, 18.085808800000002 59.307664800000005)"
residential,Östgötagatan,"LINESTRING (18.077955000000003 59.31153810000001, 18.077997800000002 59.31146390000001, 18.0781633 59.311145100000005)",Local & Neighborhood,"LINESTRING (18.077955000000003 59.31153810000001, 18.077997800000002 59.31146390000001, 18.0781633 59.311145100000005)"
service,,"LINESTRING (18.0857518 59.3168312, 18.0857302 59.3167398, 18.085713300000002 59.31666800000001, 18.0856801 59.3165271)",Minor & Service,"LINESTRING (18.0857518 59.3168312, 18.0857302 59.3167398, 18.085713300000002 59.31666800000001, 18.0856801 59.3165271)"
service,,"LINESTRING (18.089665800000002 59.316708600000005, 18.0897854 59.3167187)",Minor & Service,"LINESTRING (18.089665800000002 59.316708600000005, 18.0897854 59.3167187)"
tertiary,Götgatan,"LINESTRING (18.0760624 59.308582300000005, 18.076404500000002 59.307965700000004, 18.0764302 59.307915200000004, 18.0764664 59.307845400000005, 18.076485700000003 59.3078006)",Arterial & Major,"LINESTRING (18.0760624 59.308582300000005, 18.076404500000002 59.307965700000004, 18.0764302 59.307915200000004, 18.0764664 59.307845400000005, 18.076485700000003 59.3078006)"
residential,Ölandsgatan,"LINESTRING (18.0760624 59.308582300000005, 18.076188300000002 59.308598700000005)",Local & Neighborhood,"LINESTRING (18.0760624 59.308582300000005, 18.076188300000002 59.308598700000005)"
secondary,Ringvägen,"LINESTRING (18.0670994 59.308027200000005, 18.0668939 59.3080652, 18.066317 59.30818120000001)",Arterial & Major,"LINESTRING (18.0670994 59.308027200000005, 18.0668939 59.3080652, 18.066317 59.30818120000001)"
residential,Lilla Erstagatan,"LINESTRING (18.088306600000003 59.3172208, 18.088304 59.31710880000001)",Local & Neighborhood,"LINESTRING (18.088306600000003 59.3172208, 18.088304 59.31710880000001)"
secondary,Ringvägen,"LINESTRING (18.05842 59.310635700000006, 18.0582946 59.31068080000001)",Arterial & Major,"LINESTRING (18.05842 59.310635700000006, 18.0582946 59.31068080000001)"
residential,Maria Bangata,"LINESTRING (18.056772600000002 59.313759100000006, 18.056869900000002 59.313741900000004)",Local & Neighborhood,"LINESTRING (18.056772600000002 59.313759100000006, 18.056869900000002 59.313741900000004)"
residential,Fjällgatan,"LINESTRING (18.088306600000003 59.3172208, 18.088168200000002 59.317235600000004)",Local & Neighborhood,"LINESTRING (18.088306600000003 59.3172208, 18.088168200000002 59.317235600000004)"
service,Hjalmar Cederströms Gata,"LINESTRING (18.0593496 59.3088647, 18.0597712 59.3090065, 18.0598925 59.309018)",Minor & Service,"LINESTRING (18.0593496 59.3088647, 18.0597712 59.3090065, 18.0598925 59.309018)"
service,,"LINESTRING (18.051180300000002 59.31026120000001, 18.0512483 59.3100712, 18.0512573 59.3100054, 18.051234 59.309935100000004, 18.051178500000002 59.3098712, 18.0510926 59.309811800000006)",Minor & Service,"LINESTRING (18.051180300000002 59.31026120000001, 18.0512483 59.3100712, 18.0512573 59.3100054, 18.051234 59.309935100000004, 18.051178500000002 59.3098712, 18.0510926 59.309811800000006)"
residential,Tullgårdsgatan,"LINESTRING (18.0828121 59.3054111, 18.0837259 59.305541100000006, 18.0838349 59.305556300000006)",Local & Neighborhood,"LINESTRING (18.0828121 59.3054111, 18.0837259 59.305541100000006, 18.0838349 59.305556300000006)"
residential,Tullgårdsgatan,"LINESTRING (18.086791400000003 59.3061079, 18.087140700000003 59.306192900000006, 18.087494200000002 59.30627500000001)",Local & Neighborhood,"LINESTRING (18.086791400000003 59.3061079, 18.087140700000003 59.306192900000006, 18.087494200000002 59.30627500000001)"
residential,Sjukhusbacken,"LINESTRING (18.058863900000002 59.309763100000005, 18.0590412 59.309709100000006, 18.059342400000002 59.3096164)",Local & Neighborhood,"LINESTRING (18.058863900000002 59.309763100000005, 18.0590412 59.309709100000006, 18.059342400000002 59.3096164)"
service,Barnängsgatan,"LINESTRING (18.0951469 59.309508, 18.0950989 59.30938570000001)",Minor & Service,"LINESTRING (18.0951469 59.309508, 18.0950989 59.30938570000001)"
service,Tantogatan,"LINESTRING (18.048482200000002 59.310845, 18.0484651 59.310665900000004)",Minor & Service,"LINESTRING (18.048482200000002 59.310845, 18.0484651 59.310665900000004)"
service,,"LINESTRING (18.1035164 59.314210900000006, 18.1035201 59.314246000000004, 18.103530300000003 59.3143114, 18.103531200000003 59.3143442, 18.1035258 59.3143632, 18.103504700000002 59.314381600000004, 18.1034773 59.31439460000001, 18.103414400000002 59.31441100000001)",Minor & Service,"LINESTRING (18.1035164 59.314210900000006, 18.1035201 59.314246000000004, 18.103530300000003 59.3143114, 18.103531200000003 59.3143442, 18.1035258 59.3143632, 18.103504700000002 59.314381600000004, 18.1034773 59.31439460000001, 18.103414400000002 59.31441100000001)"
unclassified,Tegelviksslingan,"LINESTRING (18.0996835 59.315502, 18.099631300000002 59.315475500000005, 18.099479900000002 59.3154163, 18.099451300000002 59.3154028)",Local & Neighborhood,"LINESTRING (18.0996835 59.315502, 18.099631300000002 59.315475500000005, 18.099479900000002 59.3154163, 18.099451300000002 59.3154028)"
service,Tegelviksplan,"LINESTRING (18.0983673 59.315479700000004, 18.0981703 59.315483500000006)",Minor & Service,"LINESTRING (18.0983673 59.315479700000004, 18.0981703 59.315483500000006)"
service,Tegelviksplan,"LINESTRING (18.0992056 59.31550420000001, 18.0991043 59.315643200000004)",Minor & Service,"LINESTRING (18.0992056 59.31550420000001, 18.0991043 59.315643200000004)"
service,Tegelviksplan,"LINESTRING (18.0979521 59.3156771, 18.0975043 59.31558750000001, 18.0973712 59.315558800000005)",Minor & Service,"LINESTRING (18.0979521 59.3156771, 18.0975043 59.31558750000001, 18.0973712 59.315558800000005)"
service,Tegelviksplan,"LINESTRING (18.0977152 59.315694400000005, 18.0973432 59.31562400000001, 18.0972188 59.315600800000006)",Minor & Service,"LINESTRING (18.0977152 59.315694400000005, 18.0973432 59.31562400000001, 18.0972188 59.315600800000006)"
residential,Nätgränd,"LINESTRING (18.086508300000002 59.305904500000004, 18.0866605 59.3057421)",Local & Neighborhood,"LINESTRING (18.086508300000002 59.305904500000004, 18.0866605 59.3057421)"
residential,Tegelviksgatan,"LINESTRING (18.0972629 59.309025500000004, 18.0971389 59.30880380000001)",Local & Neighborhood,"LINESTRING (18.0972629 59.309025500000004, 18.0971389 59.30880380000001)"
residential,Östgötagatan,"LINESTRING (18.0756488 59.3163349, 18.075597300000002 59.3164439)",Local & Neighborhood,"LINESTRING (18.0756488 59.3163349, 18.075597300000002 59.3164439)"
residential,Nytorgsgatan,"LINESTRING (18.081603400000002 59.3146999, 18.081559300000002 59.31478860000001)",Local & Neighborhood,"LINESTRING (18.081603400000002 59.3146999, 18.081559300000002 59.31478860000001)"
tertiary,Folkungagatan,"LINESTRING (18.0747536 59.314342, 18.0752807 59.314407300000006)",Arterial & Major,"LINESTRING (18.0747536 59.314342, 18.0752807 59.314407300000006)"
tertiary,Folkungagatan,"LINESTRING (18.0758511 59.3145426, 18.0756586 59.31451920000001)",Arterial & Major,"LINESTRING (18.0758511 59.3145426, 18.0756586 59.31451920000001)"
residential,Åsögatan,"LINESTRING (18.0846644 59.3143213, 18.0848486 59.3143449)",Local & Neighborhood,"LINESTRING (18.0846644 59.3143213, 18.0848486 59.3143449)"
residential,Skånegatan,"LINESTRING (18.077463 59.3119973, 18.0770619 59.3119439)",Local & Neighborhood,"LINESTRING (18.077463 59.3119973, 18.0770619 59.3119439)"
tertiary,Götgatan,"LINESTRING (18.075471200000003 59.310045200000005, 18.0753852 59.3102201)",Arterial & Major,"LINESTRING (18.075471200000003 59.310045200000005, 18.0753852 59.3102201)"
residential,Bondegatan,"LINESTRING (18.0799509 59.313002600000004, 18.0800698 59.3130176)",Local & Neighborhood,"LINESTRING (18.0799509 59.313002600000004, 18.0800698 59.3130176)"
residential,Ringvägen,"LINESTRING (18.078242200000002 59.3081455, 18.078138300000003 59.308131700000004)",Local & Neighborhood,"LINESTRING (18.078242200000002 59.3081455, 18.078138300000003 59.308131700000004)"
residential,Ringvägen,"LINESTRING (18.083636300000002 59.30933220000001, 18.083485 59.309286300000004)",Local & Neighborhood,"LINESTRING (18.083636300000002 59.30933220000001, 18.083485 59.309286300000004)"
residential,Gotlandsgatan,"LINESTRING (18.076946500000002 59.3095493, 18.0776098 59.309637)",Local & Neighborhood,"LINESTRING (18.076946500000002 59.3095493, 18.0776098 59.309637)"
residential,Södermannagatan,"LINESTRING (18.0819294 59.3105817, 18.0818669 59.3107053)",Local & Neighborhood,"LINESTRING (18.0819294 59.3105817, 18.0818669 59.3107053)"
residential,Katarina Bangata,"LINESTRING (18.0801751 59.3111906, 18.0804797 59.31123040000001)",Local & Neighborhood,"LINESTRING (18.0801751 59.3111906, 18.0804797 59.31123040000001)"
residential,Sofiagatan,"LINESTRING (18.0826721 59.3115594, 18.0823497 59.311517800000004)",Local & Neighborhood,"LINESTRING (18.0826721 59.3115594, 18.0823497 59.311517800000004)"
residential,Ploggatan,"LINESTRING (18.0925373 59.314043500000004, 18.0924675 59.3139212)",Local & Neighborhood,"LINESTRING (18.0925373 59.314043500000004, 18.0924675 59.3139212)"
residential,Beckbrännarbacken,"LINESTRING (18.087691200000002 59.314973200000004, 18.087690300000002 59.314751900000005)",Local & Neighborhood,"LINESTRING (18.087691200000002 59.314973200000004, 18.087690300000002 59.314751900000005)"
tertiary,Folkungagatan,"LINESTRING (18.086936700000003 59.315541200000006, 18.0871664 59.315544700000004)",Arterial & Major,"LINESTRING (18.086936700000003 59.315541200000006, 18.0871664 59.315544700000004)"
residential,Erstagatan,"LINESTRING (18.090111200000003 59.315324000000004, 18.0901013 59.315461400000004)",Local & Neighborhood,"LINESTRING (18.090111200000003 59.315324000000004, 18.0901013 59.315461400000004)"
residential,Folkungagatan,"LINESTRING (18.090565700000003 59.3158504, 18.090350700000002 59.31586540000001)",Local & Neighborhood,"LINESTRING (18.090565700000003 59.3158504, 18.090350700000002 59.31586540000001)"
residential,Erstagatan,"LINESTRING (18.0898639 59.3160266, 18.089844300000003 59.3160941)",Local & Neighborhood,"LINESTRING (18.0898639 59.3160266, 18.089844300000003 59.3160941)"
residential,Mosebacke Torg,"LINESTRING (18.0739969 59.318044500000006, 18.0740166 59.3180035)",Local & Neighborhood,"LINESTRING (18.0739969 59.318044500000006, 18.0740166 59.3180035)"
residential,Fjällgatan,"LINESTRING (18.0855257 59.3173553, 18.086065700000002 59.3173321)",Local & Neighborhood,"LINESTRING (18.0855257 59.3173553, 18.086065700000002 59.3173321)"
residential,Fjällgatan,"LINESTRING (18.0841494 59.317414500000005, 18.085312000000002 59.317364500000004)",Local & Neighborhood,"LINESTRING (18.0841494 59.317414500000005, 18.085312000000002 59.317364500000004)"
residential,Åsögatan,"LINESTRING (18.0834964 59.3141662, 18.0835833 59.3141782)",Local & Neighborhood,"LINESTRING (18.0834964 59.3141662, 18.0835833 59.3141782)"
residential,Katarina Bangata,"LINESTRING (18.080585000000003 59.3114623, 18.0804775 59.311474800000006)",Local & Neighborhood,"LINESTRING (18.080585000000003 59.3114623, 18.0804775 59.311474800000006)"
residential,Östgötagatan,"LINESTRING (18.0785157 59.310453300000006, 18.078583000000002 59.31032020000001)",Local & Neighborhood,"LINESTRING (18.0785157 59.310453300000006, 18.078583000000002 59.31032020000001)"
residential,Närkesgatan,"LINESTRING (18.0820984 59.3120349, 18.0822055 59.3120489)",Local & Neighborhood,"LINESTRING (18.0820984 59.3120349, 18.0822055 59.3120489)"
residential,Åsögatan,"LINESTRING (18.0910936 59.3145576, 18.091296800000002 59.3145479)",Local & Neighborhood,"LINESTRING (18.0910936 59.3145576, 18.091296800000002 59.3145479)"
residential,Ringvägen,"LINESTRING (18.0872834 59.310102400000005, 18.0873809 59.3101331)",Local & Neighborhood,"LINESTRING (18.0872834 59.310102400000005, 18.0873809 59.3101331)"
residential,Erstagatan,"LINESTRING (18.090209 59.313991900000005, 18.0902047 59.3140488)",Local & Neighborhood,"LINESTRING (18.090209 59.313991900000005, 18.0902047 59.3140488)"
residential,Heleneborgsgatan,"LINESTRING (18.0399612 59.3194342, 18.0401603 59.3194528)",Local & Neighborhood,"LINESTRING (18.0399612 59.3194342, 18.0401603 59.3194528)"
service,,"LINESTRING (18.0603191 59.310582000000004, 18.0606623 59.3106245)",Minor & Service,"LINESTRING (18.0603191 59.310582000000004, 18.0606623 59.3106245)"
service,,"LINESTRING (18.0272368 59.316467100000004, 18.0269428 59.317157)",Minor & Service,"LINESTRING (18.0272368 59.316467100000004, 18.0269428 59.317157)"
service,,"LINESTRING (18.045586500000002 59.3189295, 18.0461016 59.31897970000001, 18.0461886 59.31897060000001, 18.0462431 59.3189312, 18.0463336 59.31871520000001)",Minor & Service,"LINESTRING (18.045586500000002 59.3189295, 18.0461016 59.31897970000001, 18.0461886 59.31897060000001, 18.0462431 59.3189312, 18.0463336 59.31871520000001)"
service,Vartoftagatan,"LINESTRING (18.072858 59.312408600000005, 18.072911 59.312296800000006, 18.0731962 59.3116945)",Minor & Service,"LINESTRING (18.072858 59.312408600000005, 18.072911 59.312296800000006, 18.0731962 59.3116945)"
secondary,Ringvägen,"LINESTRING (18.078910500000003 59.3080992, 18.077734500000002 59.30795320000001)",Arterial & Major,"LINESTRING (18.078910500000003 59.3080992, 18.077734500000002 59.30795320000001)"
service,,"LINESTRING (18.054911500000003 59.320624800000004, 18.0548869 59.320589600000005, 18.054828500000003 59.3205595, 18.0547068 59.32054780000001, 18.054293100000002 59.3205424, 18.054012 59.3205043)",Minor & Service,"LINESTRING (18.054911500000003 59.320624800000004, 18.0548869 59.320589600000005, 18.054828500000003 59.3205595, 18.0547068 59.32054780000001, 18.054293100000002 59.3205424, 18.054012 59.3205043)"
service,,"LINESTRING (18.0509111 59.3210648, 18.0503243 59.32101780000001)",Minor & Service,"LINESTRING (18.0509111 59.3210648, 18.0503243 59.32101780000001)"
residential,Kapellgränd,"LINESTRING (18.074509000000003 59.315999100000006, 18.0745144 59.315990400000004, 18.0745487 59.315962400000004)",Local & Neighborhood,"LINESTRING (18.074509000000003 59.315999100000006, 18.0745144 59.315990400000004, 18.0745487 59.315962400000004)"
service,,"LINESTRING (18.0580907 59.3118915, 18.0579423 59.3118733, 18.0570746 59.311767)",Minor & Service,"LINESTRING (18.0580907 59.3118915, 18.0579423 59.3118733, 18.0570746 59.311767)"
residential,Ringvägen,"LINESTRING (18.0812142 59.3086896, 18.081085400000003 59.308660200000006, 18.081007 59.308642000000006)",Local & Neighborhood,"LINESTRING (18.0812142 59.3086896, 18.081085400000003 59.308660200000006, 18.081007 59.308642000000006)"
residential,Ringvägen,"LINESTRING (18.0778891 59.30809850000001, 18.0778775 59.308097000000004, 18.0778544 59.3080925)",Local & Neighborhood,"LINESTRING (18.0778891 59.30809850000001, 18.0778775 59.308097000000004, 18.0778544 59.3080925)"
